canonical_term,category,official_sources,source_documents,source_count,ra,aliases,confidence,manually_reviewed,safe_for_tutor,safe_for_examiner,official_grading_authority,notes,quality_flags
Valpolicella,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.131""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 24 | Matched official PDF pages: 131, 132, 206, 208, 209",[]
Valpolicella Classico,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.132""]",[],high,false,true,false,false,Matched official PDF pages: 13 | Matched official PDF pages: 132,[]
Vino Nobile di Montepulciano,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.136""]",[],high,false,true,false,false,"Matched official PDF pages: 13 | Matched official PDF pages: 136, 209",[]
Vouvray,appellation,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.105""]",[],high,false,true,false,false,"Matched official PDF pages: 12, 18 | Matched official PDF pages: 105, 190, 209",[]
altitude,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.33""]",[],medium,false,true,false,false,"Matched official PDF pages: 33, 37, 97, 116, 127, 131, 133, 134, 135, 136, 138, 140 (+20 more)","[""conflicting_confidence"", ""needs_human_review""]"
climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""SAT chapter""]",[],medium,false,true,false,false,"Matched official PDF pages: 14, 35, 37, 39, 40, 50, 57, 66, 70, 77, 78, 79 (+64 more)","[""conflicting_confidence"", ""needs_human_review""]"
continental climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.40""]",[],medium,false,true,false,false,"Matched official PDF pages: 40, 101, 104, 117, 122, 140, 146, 159, 188, 199, 206","[""conflicting_confidence"", ""needs_human_review""]"
continentality,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.34""]",[],medium,false,true,false,false,"Matched official PDF pages: 34, 35, 40, 206","[""conflicting_confidence"", ""needs_human_review""]"
cool climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.66""]",[],medium,false,true,false,false,"Matched official PDF pages: 66, 105, 106, 182","[""conflicting_confidence"", ""needs_human_review""]"
diurnal range,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.34""]",[],medium,false,true,false,false,"Matched official PDF pages: 34, 35, 130, 168, 180, 181, 207","[""conflicting_confidence"", ""needs_human_review""]"
fog,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.34""]",[],medium,false,true,false,false,"Matched official PDF pages: 34, 38, 131, 132, 152, 154, 155, 156, 161, 207","[""conflicting_confidence"", ""needs_human_review""]"
hot climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""SAT chapter""]",[],medium,false,true,false,false,"Matched official PDF pages: 14, 35, 135, 138, 169","[""conflicting_confidence"", ""needs_human_review""]"
latitude,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.33""]",[],medium,false,true,false,false,"Matched official PDF pages: 33, 36, 38, 40, 108, 130, 152, 160, 168, 173, 207","[""conflicting_confidence"", ""needs_human_review""]"
maritime climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.40""]",[],medium,false,true,false,false,"Matched official PDF pages: 40, 87, 104, 131, 140, 148, 149, 176, 177, 178, 179, 192 (+1 more)","[""conflicting_confidence"", ""needs_human_review""]"
Mediterranean climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.40""]",[],medium,false,true,false,false,"Matched official PDF pages: 40, 114, 127, 140, 161, 193, 208","[""conflicting_confidence"", ""needs_human_review""]"
rainfall,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.34""]",[],medium,false,true,false,false,"Matched official PDF pages: 34, 36, 39, 40, 41, 42, 45, 46, 49, 50, 87, 104 (+22 more)","[""conflicting_confidence"", ""needs_human_review""]"
soil,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.28""]",[],medium,false,true,false,false,"Matched official PDF pages: 28, 30, 33, 34, 36, 40, 41, 42, 43, 45, 46, 49 (+20 more)","[""conflicting_confidence"", ""needs_human_review""]"
sunlight,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.33""]",[],medium,false,true,false,false,"Matched official PDF pages: 33, 34, 35, 36, 39, 40, 42, 43, 66, 76, 116, 117 (+3 more)","[""conflicting_confidence"", ""needs_human_review""]"
temperature,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.24""]",[],medium,false,true,false,false,"Matched official PDF pages: 24, 26, 33, 34, 35, 36, 37, 39, 40, 41, 42, 50 (+29 more)","[""conflicting_confidence"", ""needs_human_review""]"
warm climate,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.135""]",[],medium,false,true,false,false,"Matched official PDF pages: 135, 175, 176, 192","[""conflicting_confidence"", ""needs_human_review""]"
water,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""SAT chapter""]",[],medium,false,true,false,false,"Matched official PDF pages: 15, 17, 25, 30, 33, 34, 35, 36, 39, 40, 41, 42 (+25 more)","[""conflicting_confidence"", ""needs_human_review""]"
weather,climate,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.39""]",[],medium,false,true,false,false,"Matched official PDF pages: 39, 49, 50, 59, 75, 87, 104, 117, 122, 140, 143, 156 (+5 more)","[""conflicting_confidence"", ""needs_human_review""]"
Agiorgitiko,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.127""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 127, 206",[]
Aglianico,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.138""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 15 | Matched official PDF pages: 138, 206",[]
Airén,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.142""]","[""Airen""]",high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 142, 146, 147, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Albariño,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.22""]","[""Albarino""]",high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 22, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Alfrocheiro,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.149""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 149, 206",[]
Alicante Bouschet,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.149""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 149, 206",[]
Aligoté,grape_variety,"[""study-guide""]","[""WSET_L3_Study_Guide_Official_2026.pdf""]",1,"[""Study Guide p.94""]","[""Aligote""]",medium,false,true,false,false,"Matched official PDF pages: 94, 95, 206","[""needs_human_review"", ""possible_ocr_issue""]"
Alvarinho,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.148""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 148, 206",[]
Arinto,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.148""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 148, 149, 206",[]
Assyrtiko,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.127""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 127, 128, 206",[]
Baga,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.149""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 149, 206",[]
Barbera,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 15 | Matched official PDF pages: 133, 134, 156, 206",[]
Blaufränkisch,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.122""]","[""Blaufrankisch""]",high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 122, 124, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Bonarda,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.165""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 165, 167, 168, 206",[]
Cabernet Franc,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.31""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 23, 28 | Matched official PDF pages: 31, 87, 90, 106, 107, 155, 158, 160, 165, 169, 190, 206",[]
Cabernet Sauvignon,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.31""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 16, 24 | Matched official PDF pages: 31, 40, 72, 75, 76, 77, 87, 89, 90, 107, 115, 123 (+31 more)",[]
Carignan,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.78""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 78, 79, 114, 115, 141, 144, 164, 206, 208",[]
Cariñena,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.78""]","[""Carinena""]",high,false,true,false,false,"Matched official PDF pages: 13, 16 | Matched official PDF pages: 78, 144, 145, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Carmenère,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.161""]","[""Carmenere""]",high,false,true,false,false,"Matched official PDF pages: 16, 24 | Matched official PDF pages: 161, 162, 163, 164, 206","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Chardonnay,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.64""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 16, 19, 24, 29 | Matched official PDF pages: 64, 65, 69, 70, 71, 84, 94, 95, 97, 98, 115, 122 (+37 more)",[]
Chenin Blanc,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.105""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 16, 24 | Matched official PDF pages: 105, 106, 168, 170, 190, 206",[]
Cinsault,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.31""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 31, 78, 79, 111, 113, 114, 169, 206",[]
Cortese,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 133, 134, 206",[]
Corvina,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.131""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 131, 132, 207",[]
Dolcetto,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.133""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 15 | Matched official PDF pages: 133, 134, 207",[]
Dornfelder,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.119""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 119, 120, 207",[]
Fiano,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.138""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 15 | Matched official PDF pages: 138, 207",[]
Furmint,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.125""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 125, 207",[]
Gamay,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.94""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 28 | Matched official PDF pages: 94, 99, 107, 207",[]
Garganega,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.131""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 131, 132, 207",[]
Gewurztraminer,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.66""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 23 | Matched official PDF pages: 66, 102, 103, 130, 144, 155, 162, 179, 180, 190, 207",[]
Glera,grape_variety,"[""specification""]","[""WSET_L3_Specification_Official_2026.pdf""]",1,"[""RA3""]",[],high,false,true,false,false,Matched official PDF pages: 19,[]
Graciano,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.141""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 141, 143, 207",[]
Grechetto,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.136""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 136, 207",[]
Greco,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.138""]",[],high,false,true,false,false,"Matched official PDF pages: 13, 15 | Matched official PDF pages: 138, 207",[]
Grenache,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.33""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 16, 24 | Matched official PDF pages: 33, 72, 75, 78, 79, 111, 112, 113, 114, 115, 141, 170 (+4 more)",[]
Grüner Veltliner,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.122""]","[""Gruner Veltliner""]",high,false,true,false,false,"Matched official PDF pages: 15, 23 | Matched official PDF pages: 122, 123","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Hárslevelű,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.125""]","[""Harslevelu""]",high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 125, 207","[""conflicting_confidence"", ""needs_human_review"", ""possible_ocr_issue""]"
Jaen,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.149""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 149, 207",[]
Loureiro,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.148""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 148, 207",[]
Macabeo,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA3"", ""Study Guide p.142""]",[],high,false,true,false,false,"Matched official PDF pages: 19 | Matched official PDF pages: 142, 143, 190, 207, 209",[]
Malbec,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.92""]",[],high,false,true,false,false,"Matched official PDF pages: 15, 16, 24, 28 | Matched official PDF pages: 92, 145, 165, 167, 168, 207",[]
Malvasia,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.136""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 136, 208",[]
Marsanne,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.109""]",[],high,false,true,false,false,"Matched official PDF pages: 15 | Matched official PDF pages: 109, 110, 112, 170, 177, 208",[]
Mazuelo,grape_variety,"[""specification"", ""study-guide""]","[""WSET_L3_Specification_Official_2026.pdf"", ""WSET_L3_Study_Guide_Official_2026.pdf""]",2,"[""RA2"", ""Study Guide p.141""]",[],high,false,true,false,false,"Matched official PDF pages: 16 | Matched official PDF pages: 141, 143, 144, 206, 208",[]
